CustID,FirstPolYear,BirthYear,EducDeg,MonthSal,GeoLivArea,Children,CustMonVal,ClaimsRate,PremMotor,PremHousehold,PremHealth,PremLife,PremWork
2203.0,1993.0,1988.0,b'3 - BSc/MSc',1659.0,1.0,1.0,272.17,0.55,236.49,116.7,242.38,15.67,45.01
2204.0,1997.0,1966.0,b'1 - Basic',3167.0,4.0,1.0,310.4,0.49,361.29,68.9,218.04,-4.0,13.89
2205.0,1979.0,1969.0,b'2 - High School',3041.0,4.0,1.0,426.53,0.32,454.53,69.45,123.8,7.89,4.89
2206.0,1978.0,1974.0,b'3 - BSc/MSc',2110.0,3.0,1.0,413.42,0.33,468.42,75.0,124.69,-6.0,-6.0
2207.0,1987.0,1991.0,b'2 - High School',1766.0,1.0,0.0,441.08,0.53,173.81,506.2,236.71,38.23,40.12
2208.0,1980.0,1984.0,b'3 - BSc/MSc',1380.0,1.0,1.0,113.69,0.78,144.47,5.0,329.84,17.78,120.91
2209.0,1990.0,1993.0,b'3 - BSc/MSc',1481.0,3.0,0.0,11.79,0.95,148.25,235.05,188.48,70.57,127.69
2210.0,1994.0,1984.0,b'3 - BSc/MSc',1691.0,1.0,1.0,-21.22,1.0,286.5,256.15,166.92,47.23,51.01
2211.0,1983.0,1997.0,b'1 - Basic',1324.0,1.0,1.0,454.86,0.51,27.56,452.3,177.81,160.03,160.03
2212.0,1997.0,1946.0,b'2 - High School',4139.0,3.0,0.0,78.57,0.86,97.13,216.7,310.06,11.67,124.8
2213.0,1978.0,1988.0,b'2 - High School',1721.0,1.0,1.0,-25.0,1.0,186.7,147.25,274.72,58.79,24.34
2214.0,1977.0,1954.0,b'3 - BSc/MSc',3124.0,3.0,0.0,483.55,0.23,415.3,97.25,137.47,-2.0,10.78
2215.0,1982.0,1982.0,b'3 - BSc/MSc',2184.0,1.0,1.0,-55.55,1.05,246.49,-30.55,280.83,50.12,12.67
2216.0,1975.0,1950.0,b'2 - High School',3736.0,4.0,0.0,386.97,0.45,278.83,191.15,214.93,25.56,32.45
2217.0,1976.0,1971.0,b'3 - BSc/MSc',2378.0,1.0,1.0,-21.11,0.99,437.64,43.9,108.91,3.89,11.78
2218.0,1979.0,1988.0,b'3 - BSc/MSc',1768.0,3.0,1.0,109.25,0.86,173.59,529.55,218.82,39.34,31.34
2219.0,1996.0,1990.0,b'2 - High School',758.0,2.0,0.0,192.16,0.77,17.56,490.1,52.01,124.58,272.94
2220.0,1981.0,1979.0,b'3 - BSc/MSc',1791.0,1.0,1.0,-12.44,0.98,204.26,256.15,295.39,15.78,28.34
2221.0,1988.0,1995.0,b'1 - Basic',991.0,2.0,0.0,373.31,0.63,36.23,617.35,198.26,145.36,73.68
2222.0,1993.0,1968.0,b'2 - High School',1979.0,1.0,0.0,164.7,0.78,275.05,371.75,127.47,12.78,85.35
2223.0,1991.0,1956.0,b'1 - Basic',3538.0,1.0,1.0,52.9,0.93,161.03,583.45,167.03,29.56,112.69
2224.0,1994.0,1984.0,b'3 - BSc/MSc',1664.0,1.0,1.0,316.07,0.56,144.36,230.05,353.51,33.34,22.78
2225.0,1988.0,1964.0,b'3 - BSc/MSc',3661.0,1.0,1.0,410.09,0.21,457.42,-20.55,110.91,2.0,3.78
2226.0,1996.0,1953.0,b'3 - BSc/MSc',3395.0,4.0,1.0,350.96,0.24,351.29,113.9,,7.78,24.67
2227.0,1976.0,1952.0,b'2 - High School',2825.0,4.0,1.0,253.83,0.52,278.83,0.0,121.58,124.69,56.9
2228.0,,1979.0,b'3 - BSc/MSc',1987.0,2.0,,429.87,0.25,376.85,33.9,154.25,39.34,4.78
2229.0,1989.0,1971.0,b'3 - BSc/MSc',2238.0,1.0,1.0,538.22,0.2,405.41,161.7,105.02,17.56,13.67
2230.0,1987.0,1985.0,b'3 - BSc/MSc',1364.0,1.0,1.0,45.9,0.91,176.7,293.95,100.13,132.58,105.8
2231.0,1979.0,1947.0,b'2 - High School',4125.0,4.0,0.0,4.34,0.97,76.46,731.8,184.48,66.68,96.02
2232.0,1984.0,1982.0,b'3 - BSc/MSc',2344.0,3.0,1.0,366.85,0.44,391.85,153.35,156.03,,3.78
2233.0,1986.0,1990.0,b'3 - BSc/MSc',607.0,4.0,1.0,228.38,0.78,77.57,653.45,186.59,175.81,35.34
2234.0,1975.0,1991.0,b'2 - High School',1363.0,3.0,1.0,-44.78,1.02,289.61,457.85,120.8,96.24,19.78
2235.0,1977.0,1967.0,b'3 - BSc/MSc',3297.0,1.0,1.0,-86.78,1.12,511.43,-50.0,58.79,6.89,4.89
2236.0,1982.0,1958.0,b'3 - BSc/MSc',2506.0,4.0,1.0,145.39,0.68,292.39,-65.0,189.59,52.01,60.01
2237.0,1989.0,1992.0,b'3 - BSc/MSc',1123.0,2.0,0.0,349.28,0.62,59.01,457.85,328.84,90.35,52.23
2238.0,1998.0,1969.0,b'2 - High School',2266.0,3.0,1.0,218.6,0.6,261.27,38.35,222.93,51.9,34.23
2239.0,1979.0,1972.0,b'3 - BSc/MSc',2904.0,1.0,1.0,412.54,0.21,516.54,-35.0,75.68,3.89,-5.11
2240.0,1995.0,1988.0,b'2 - High School',1071.0,4.0,1.0,390.19,0.57,126.58,451.75,218.04,111.02,52.12
2241.0,1978.0,1945.0,b'2 - High School',3887.0,2.0,0.0,298.16,0.59,177.81,226.7,218.82,81.35,75.68
2242.0,1988.0,1964.0,b'3 - BSc/MSc',,1.0,1.0,517.65,0.14,502.54,50.0,76.57,6.89,-3.0
2243.0,1995.0,1975.0,b'4 - PhD',1631.0,3.0,1.0,21.01,0.93,459.53,53.9,125.8,2.89,5.0
2244.0,1989.0,1978.0,b'2 - High School',1603.0,4.0,1.0,-25.0,1.0,415.3,147.8,141.36,7.0,16.78
2245.0,1992.0,1944.0,b'2 - High School',4306.0,4.0,0.0,516.54,0.3,179.59,241.15,233.49,78.57,42.23
2246.0,1990.0,1951.0,b'3 - BSc/MSc',2457.0,1.0,0.0,21.23,0.94,191.37,215.05,200.26,46.23,92.24
2247.0,1979.0,1962.0,b'2 - High School',3345.0,3.0,1.0,412.19,0.08,369.29,38.9,,,67.9
2248.0,1986.0,1973.0,b'3 - BSc/MSc',2127.0,1.0,1.0,3.0,0.96,562.33,45.0,22.67,6.0,-11.0
2249.0,1993.0,1961.0,b'1 - Basic',2952.0,4.0,1.0,-36.89,1.02,354.4,216.7,116.8,70.57,11.89
2250.0,1985.0,1938.0,b'1 - Basic',3779.0,2.0,0.0,583.44,0.38,114.02,496.75,215.93,46.12,111.69
2251.0,1998.0,1994.0,b'2 - High School',1412.0,4.0,0.0,162.37,0.84,36.23,693.45,189.48,94.35,151.14
2252.0,1976.0,1961.0,b'2 - High School',2643.0,4.0,1.0,-25.0,1.0,328.06,75.0,189.48,32.34,52.23
2253.0,1974.0,1959.0,b'3 - BSc/MSc',2354.0,4.0,1.0,-21.11,0.99,524.21,30.0,59.01,12.89,9.0
2254.0,1978.0,1952.0,b'3 - BSc/MSc',3617.0,4.0,1.0,404.87,0.42,306.28,185.6,169.92,23.67,62.01
2255.0,1990.0,1972.0,b'2 - High School',2351.0,2.0,1.0,346.85,0.46,403.3,132.25,123.8,9.78,21.67
2256.0,1981.0,1962.0,b'3 - BSc/MSc',3372.0,1.0,1.0,571.99,0.29,330.84,290.6,121.69,60.9,36.45
2257.0,1984.0,1942.0,b'2 - High School',3362.0,2.0,0.0,272.05,0.55,138.58,54.45,307.39,104.02,56.12
2258.0,1981.0,1984.0,b'2 - High School',1553.0,4.0,1.0,135.7,0.79,155.03,245.05,258.27,84.35,23.34
2259.0,1994.0,1979.0,b'3 - BSc/MSc',2414.0,3.0,1.0,95.25,0.81,341.62,87.8,185.48,32.45,0.89
2260.0,1982.0,1944.0,b'3 - BSc/MSc',3957.0,4.0,0.0,-25.0,1.0,208.04,137.8,245.27,57.9,35.23
2261.0,1980.0,1996.0,b'1 - Basic',335.0,1.0,1.0,200.93,0.67,225.93,131.15,178.7,141.36,11.67
2262.0,1988.0,1951.0,b'1 - Basic',3337.0,3.0,0.0,127.24,0.79,137.47,167.8,227.71,153.03,52.23
2263.0,1994.0,1992.0,b'2 - High School',1286.0,1.0,1.0,327.95,0.63,50.23,427.3,157.14,124.58,188.7
2264.0,1977.0,1966.0,b'3 - BSc/MSc',2182.0,3.0,1.0,202.83,0.67,319.06,126.7,138.47,42.23,58.9
2265.0,1986.0,1942.0,b'2 - High School',3346.0,4.0,0.0,214.6,0.68,139.47,177.8,281.61,120.8,20.67
2266.0,1981.0,1983.0,b'3 - BSc/MSc',1579.0,4.0,1.0,244.94,0.64,216.04,181.7,271.05,69.68,15.78
2267.0,1985.0,1971.0,b'2 - High School',2029.0,4.0,1.0,274.28,0.61,359.4,221.7,142.47,51.9,-4.11
2268.0,1977.0,1971.0,b'3 - BSc/MSc',1894.0,3.0,1.0,11.23,0.94,419.3,49.45,131.47,21.67,14.56
2269.0,1987.0,1987.0,b'4 - PhD',1456.0,1.0,1.0,103.36,0.81,367.29,102.8,176.59,9.89,25.56
2270.0,1991.0,1967.0,b'3 - BSc/MSc',3212.0,1.0,1.0,462.54,0.22,497.54,35.0,82.57,3.0,10.0
2271.0,1996.0,1962.0,b'4 - PhD',2430.0,1.0,1.0,518.32,0.12,516.43,35.0,70.79,3.0,-5.11
2272.0,1991.0,1968.0,b'3 - BSc/MSc',2233.0,3.0,1.0,565.21,0.13,509.54,94.45,52.9,13.78,7.89
2273.0,1984.0,1953.0,b'2 - High School',3338.0,4.0,0.0,284.84,0.71,262.94,580.1,157.14,5.89,46.9
2274.0,1998.0,1988.0,b'1 - Basic',1756.0,4.0,1.0,33.01,0.93,193.26,294.5,231.71,58.01,59.12
2275.0,1994.0,1980.0,b'1 - Basic',1878.0,4.0,1.0,-69.34,1.06,398.74,136.7,129.47,3.89,40.45
2276.0,1992.0,1974.0,b'3 - BSc/MSc',2339.0,2.0,1.0,73.23,0.86,378.85,123.9,184.7,7.89,17.78
2277.0,1992.0,1974.0,b'2 - High School',2020.0,4.0,1.0,21.01,0.92,310.17,4.45,115.69,99.13,53.12
2278.0,1976.0,1965.0,b'3 - BSc/MSc',3560.0,3.0,1.0,-35.0,1.01,555.66,104.45,22.45,-1.0,-3.0
2279.0,1982.0,1991.0,b'2 - High School',1593.0,4.0,1.0,738.91,0.23,55.01,506.75,179.59,125.58,131.58
2280.0,1981.0,1952.0,b'3 - BSc/MSc',3591.0,1.0,1.0,484.32,0.28,425.08,137.25,89.46,52.12,0.89
2281.0,1984.0,1985.0,b'2 - High School',1796.0,4.0,1.0,220.38,0.76,189.48,549.55,143.36,84.35,55.9
2282.0,1990.0,1971.0,b'3 - BSc/MSc',2406.0,3.0,0.0,-42.21,1.03,493.65,-10.55,67.79,11.78,7.89
2283.0,1996.0,1949.0,b'3 - BSc/MSc',3466.0,2.0,0.0,204.59,0.68,284.72,167.8,210.93,68.79,-7.0
2284.0,1989.0,1969.0,b'3 - BSc/MSc',2445.0,4.0,1.0,476.99,0.18,508.32,58.35,50.12,-1.11,-1.0
2285.0,1984.0,1968.0,b'3 - BSc/MSc',2225.0,1.0,1.0,499.32,0.14,520.32,29.45,39.23,6.78,10.78
2286.0,1986.0,1968.0,b'3 - BSc/MSc',2553.0,4.0,1.0,-181.56,1.3,457.53,-65.0,108.02,10.67,15.89
2287.0,1991.0,1950.0,b'3 - BSc/MSc',3130.0,3.0,0.0,493.53,0.39,245.6,295.6,257.05,30.56,22.67
2288.0,1995.0,1962.0,b'2 - High School',2658.0,2.0,1.0,-63.34,1.06,438.97,19.45,112.91,1.89,38.34
2289.0,1998.0,1967.0,b'2 - High School',2853.0,4.0,1.0,-20.89,0.99,526.21,75.0,32.34,11.67,15.78
2290.0,1981.0,1951.0,b'3 - BSc/MSc',3377.0,4.0,0.0,192.71,0.73,252.27,231.7,260.16,15.78,34.56
2291.0,1988.0,1941.0,b'2 - High School',3538.0,1.0,0.0,190.93,0.66,312.06,82.8,137.36,65.68,30.45
2292.0,1989.0,1996.0,b'1 - Basic',1398.0,3.0,0.0,372.97,0.54,45.12,352.85,143.25,183.59,132.58
2293.0,1980.0,1963.0,b'3 - BSc/MSc',2727.0,2.0,1.0,68.03,0.83,313.06,3.9,151.03,58.79,30.34
2294.0,1982.0,1946.0,b'3 - BSc/MSc',3796.0,4.0,0.0,32.01,0.9,346.51,29.45,181.48,27.56,11.56
2295.0,1983.0,1966.0,b'3 - BSc/MSc',2607.0,3.0,1.0,468.65,0.27,484.87,108.9,66.79,7.78,8.78
2296.0,1977.0,1954.0,b'2 - High School',2879.0,4.0,0.0,-27.89,1.0,395.52,103.35,143.25,2.89,24.67
2297.0,1996.0,1955.0,b'4 - PhD',3591.0,4.0,0.0,410.53,0.23,447.64,-25.0,130.58,0.89,12.89
2298.0,1975.0,1941.0,b'3 - BSc/MSc',3134.0,4.0,0.0,128.14,0.78,314.95,142.25,210.15,10.89,33.56
2299.0,1987.0,1975.0,b'3 - BSc/MSc',2211.0,2.0,1.0,500.66,0.08,545.66,-5.0,27.45,-5.0,10.0
2300.0,1995.0,1981.0,b'2 - High School',1813.0,4.0,1.0,144.7,0.76,205.26,133.35,325.95,19.56,35.56
2301.0,1984.0,1970.0,b'3 - BSc/MSc',2793.0,1.0,1.0,428.31,0.26,476.09,38.35,70.57,23.67,0.89
2302.0,1996.0,1961.0,b'3 - BSc/MSc',2794.0,4.0,1.0,-42.53,1.03,533.88,-1.1,32.45,,-5.11
2303.0,1991.0,1953.0,b'2 - High School',3204.0,3.0,0.0,476.43,0.54,128.58,627.9,206.26,97.24,29.23
2304.0,1982.0,1956.0,b'3 - BSc/MSc',2949.0,4.0,1.0,324.3,0.46,322.06,82.25,192.48,24.56,30.45
2305.0,1988.0,1946.0,b'3 - BSc/MSc',4150.0,1.0,1.0,476.86,0.28,418.19,99.45,120.8,15.78,47.34
2306.0,1996.0,1957.0,b'2 - High School',2394.0,1.0,1.0,157.48,0.75,328.95,161.7,142.47,37.23,58.01
2307.0,1982.0,1954.0,b'2 - High School',3071.0,4.0,1.0,226.84,0.68,274.72,283.4,133.36,64.9,33.34
2308.0,1982.0,1952.0,b'3 - BSc/MSc',3174.0,1.0,0.0,281.53,0.42,446.53,-70.0,124.8,7.89,14.78
2309.0,1998.0,1975.0,b'3 - BSc/MSc',1760.0,4.0,1.0,20.24,0.92,295.61,8.9,253.16,10.67,25.67
2310.0,1997.0,1990.0,b'3 - BSc/MSc',2023.0,4.0,1.0,350.18,0.44,292.5,79.45,209.93,16.78,65.9
2311.0,1984.0,1988.0,b'3 - BSc/MSc',1446.0,4.0,1.0,49.11,0.9,213.82,192.8,135.58,81.35,118.69
2312.0,1986.0,1964.0,b'2 - High School',2292.0,1.0,1.0,-133.88,1.2,518.43,-45.55,59.9,2.89,14.89
2313.0,1982.0,1941.0,b'2 - High School',4525.0,1.0,0.0,358.17,0.58,100.24,359.5,328.84,49.12,72.79
2314.0,1992.0,1977.0,b'3 - BSc/MSc',2356.0,1.0,1.0,4.79,0.95,357.51,38.9,218.04,6.78,15.89
2315.0,1997.0,1944.0,b'3 - BSc/MSc',3718.0,4.0,0.0,298.73,0.45,326.73,38.35,210.04,3.0,7.67
2316.0,1986.0,1940.0,b'4 - PhD',4401.0,4.0,0.0,43.0,0.89,432.75,70.0,132.58,5.78,-2.0
2317.0,1993.0,1968.0,b'3 - BSc/MSc',1924.0,4.0,1.0,74.12,0.85,453.64,79.45,104.91,19.67,
2318.0,1985.0,1997.0,b'1 - Basic',1550.0,3.0,1.0,-13.22,0.99,53.01,624.55,283.72,80.57,68.79
2319.0,1994.0,1966.0,b'1 - Basic',2849.0,1.0,1.0,305.63,0.36,396.41,-60.0,112.02,5.78,58.79
2320.0,1979.0,1955.0,b'2 - High School',3303.0,1.0,1.0,289.74,0.48,309.06,42.8,167.03,48.23,37.12
2321.0,1978.0,1985.0,b'3 - BSc/MSc',1525.0,4.0,1.0,394.74,0.34,304.17,64.45,202.26,57.9,6.78
2322.0,1982.0,1956.0,b'2 - High School',3174.0,1.0,1.0,55.92,0.86,241.6,-15.55,116.8,129.58,111.13
2323.0,1988.0,1963.0,b'3 - BSc/MSc',2646.0,4.0,1.0,381.66,0.23,556.66,-75.0,40.34,2.0,6.0
2324.0,1984.0,1997.0,b'1 - Basic',782.0,3.0,1.0,2054.07,0.03,39.12,1957.6,47.23,15.78,82.35
2325.0,1992.0,1983.0,b'3 - BSc/MSc',1678.0,4.0,0.0,285.17,0.62,310.17,260.05,146.36,47.23,57.12
2326.0,1980.0,1963.0,b'3 - BSc/MSc',2821.0,4.0,1.0,659.79,0.21,313.28,339.5,184.7,-0.11,32.23
2327.0,1988.0,1974.0,b'2 - High School',2385.0,4.0,1.0,104.24,0.83,259.16,182.25,246.38,51.01,2.0
2328.0,1993.0,1977.0,b'2 - High School',1200.0,4.0,1.0,13.23,0.94,370.07,68.35,111.02,56.01,38.23
2329.0,1993.0,1977.0,b'1 - Basic',2474.0,3.0,1.0,362.74,0.41,350.51,73.35,175.81,14.78,37.23
2330.0,1987.0,1981.0,b'3 - BSc/MSc',1441.0,1.0,1.0,308.51,0.49,287.5,93.9,198.15,46.01,24.56
2331.0,1984.0,1939.0,b'2 - High School',3978.0,4.0,0.0,63.24,0.9,146.14,363.95,211.93,88.24,65.9
2332.0,1997.0,1961.0,b'3 - BSc/MSc',3835.0,2.0,1.0,230.16,0.71,185.59,381.75,158.03,74.57,69.57
2333.0,1997.0,1959.0,b'4 - PhD',2878.0,1.0,0.0,409.64,0.36,417.19,99.45,135.47,23.45,6.0
2334.0,1984.0,1986.0,b'3 - BSc/MSc',1582.0,3.0,1.0,390.4,0.39,275.83,89.45,263.16,12.67,37.45
2335.0,1978.0,1968.0,b'3 - BSc/MSc',2767.0,1.0,1.0,-29.89,1.01,464.42,98.9,99.02,4.89,5.89
2336.0,1994.0,1946.0,b'2 - High School',3048.0,4.0,0.0,526.56,0.28,297.61,254.5,207.04,-6.0,17.45
2337.0,1990.0,1941.0,b'2 - High School',3823.0,2.0,0.0,-14.11,0.98,185.59,127.25,322.06,10.89,56.01
2338.0,1991.0,1947.0,b'1 - Basic',4048.0,4.0,0.0,-90.79,1.11,88.35,9.45,192.26,130.47,154.14
2339.0,1978.0,1962.0,b'2 - High School',2641.0,3.0,0.0,427.53,0.48,343.73,349.5,72.57,60.79,48.01
2340.0,1990.0,1951.0,b'3 - BSc/MSc',3718.0,4.0,1.0,478.65,0.17,503.65,38.9,54.9,,10.89
2341.0,1992.0,1994.0,b'2 - High School',1537.0,4.0,1.0,-37.56,1.02,249.16,68.9,140.36,104.13,81.46
2342.0,1993.0,1959.0,b'2 - High School',3112.0,4.0,1.0,396.97,0.49,355.29,300.6,74.57,66.68,26.34
2343.0,1994.0,1948.0,b'1 - Basic',4098.0,4.0,0.0,97.25,0.82,171.92,122.25,330.95,29.34,25.34
2344.0,1990.0,1980.0,b'1 - Basic',1682.0,1.0,1.0,33.79,0.93,114.69,339.5,241.49,106.02,55.9
2345.0,1985.0,1962.0,b'2 - High School',2835.0,1.0,1.0,-117.24,1.11,224.82,343.4,210.15,9.78,82.46
2346.0,1992.0,1964.0,b'3 - BSc/MSc',2730.0,1.0,1.0,84.23,0.86,315.95,207.25,130.58,4.0,98.02
2347.0,1985.0,1979.0,b'3 - BSc/MSc',2388.0,4.0,1.0,408.87,0.18,506.54,-60.0,68.79,12.67,4.0
2348.0,1985.0,1997.0,b'1 - Basic',1379.0,4.0,0.0,30.12,0.95,56.9,555.1,143.47,275.83,1.78
2349.0,1986.0,1940.0,b'1 - Basic',3274.0,1.0,0.0,-51.45,1.03,176.81,236.15,272.83,59.79,26.45
2350.0,1987.0,1953.0,b'3 - BSc/MSc',3128.0,3.0,1.0,377.3,0.53,276.83,310.05,135.58,51.01,74.46
2351.0,1988.0,1995.0,b'1 - Basic',1194.0,4.0,1.0,-29.11,1.0,53.12,720.7,111.02,144.25,148.36
2352.0,1974.0,1989.0,b'2 - High School',1301.0,4.0,1.0,-48.45,1.03,290.5,273.95,122.58,23.45,59.68
2353.0,1988.0,1985.0,b'2 - High School',1678.0,4.0,1.0,77.91,0.91,127.58,673.45,229.82,117.91,-5.0
2354.0,1983.0,1980.0,b'4 - PhD',1862.0,2.0,1.0,481.87,0.31,412.41,142.8,128.69,31.45,16.89
2355.0,1990.0,1956.0,b'2 - High School',3246.0,3.0,1.0,553.01,0.31,284.72,322.85,176.7,29.56,20.45
2356.0,1987.0,1950.0,b'2 - High School',3996.0,4.0,0.0,335.95,0.6,205.26,358.95,205.26,61.79,63.79
2357.0,1996.0,1989.0,b'1 - Basic',1520.0,2.0,1.0,149.59,0.77,253.16,201.15,160.14,115.91,26.56
2358.0,1989.0,1966.0,b'3 - BSc/MSc',2749.0,3.0,1.0,-99.1,1.13,526.21,-35.55,66.9,-2.0,3.0
2359.0,1992.0,1984.0,b'1 - Basic',1504.0,1.0,1.0,-136.13,1.14,103.24,273.95,334.84,65.79,45.34
2360.0,1987.0,1973.0,b'3 - BSc/MSc',1789.0,4.0,1.0,415.65,0.24,445.64,-0.55,127.58,3.89,3.0
2361.0,1977.0,1959.0,b'2 - High School',2769.0,3.0,1.0,209.49,0.72,278.72,318.95,194.37,44.23,10.89
2362.0,1988.0,1950.0,b'4 - PhD',2932.0,3.0,1.0,459.21,0.16,518.21,-15.0,66.9,4.0,
2363.0,1981.0,1975.0,b'2 - High School',1607.0,2.0,,271.51,0.64,292.61,308.4,159.14,11.89,59.68
2364.0,1987.0,1946.0,b'2 - High School',4120.0,4.0,0.0,219.27,0.78,165.81,687.35,152.03,39.23,78.46
2365.0,1980.0,1945.0,b'2 - High School',3737.0,1.0,0.0,486.64,0.31,349.29,187.8,174.81,12.78,12.67
2366.0,1974.0,1963.0,b'1 - Basic',2536.0,4.0,1.0,398.86,0.45,150.03,263.95,81.35,95.24,178.59
2367.0,1989.0,1994.0,b'3 - BSc/MSc',1762.0,4.0,1.0,-25.0,1.0,69.68,554.0,248.27,134.47,2.78
2368.0,1998.0,1949.0,b'2 - High School',3601.0,1.0,0.0,27.01,0.94,104.91,308.95,285.61,64.9,52.9
2369.0,1974.0,1946.0,b'2 - High School',3948.0,4.0,0.0,115.68,0.8,235.6,128.9,200.37,78.57,66.79
2370.0,1995.0,1990.0,b'2 - High School',2106.0,4.0,1.0,-30.78,1.01,254.38,575.65,187.48,5.78,49.23
2371.0,1996.0,1941.0,b'3 - BSc/MSc',4007.0,2.0,0.0,37.8,0.9,361.29,62.8,192.26,3.89,13.89
2372.0,1990.0,1994.0,b'1 - Basic',1063.0,4.0,0.0,-316.39,1.45,9.78,101.7,142.25,346.4,45.23
2373.0,1994.0,1943.0,b'4 - PhD',3590.0,4.0,0.0,118.6,0.73,226.6,-40.0,290.61,56.9,-1.0
2374.0,1981.0,1974.0,b'3 - BSc/MSc',2388.0,2.0,1.0,-37.22,1.02,553.77,70.0,18.56,5.89,-2.11
2375.0,1978.0,1956.0,b'2 - High School',3144.0,4.0,1.0,-25.0,1.0,248.38,332.85,152.03,45.12,69.9
2376.0,1992.0,1979.0,b'4 - PhD',2826.0,4.0,1.0,381.64,0.27,471.09,-35.0,89.46,22.67,6.78
2377.0,1979.0,1964.0,b'3 - BSc/MSc',3047.0,1.0,1.0,509.88,0.14,470.09,73.9,87.35,-5.0,-4.11
2378.0,1978.0,1965.0,b'2 - High School',2701.0,1.0,1.0,431.99,0.23,409.19,57.8,104.91,25.45,-5.0
2379.0,1982.0,1980.0,b'1 - Basic',2655.0,4.0,1.0,271.18,0.66,155.92,381.75,95.13,150.14,85.57
2380.0,1980.0,1975.0,b'3 - BSc/MSc',2174.0,4.0,1.0,75.57,0.85,389.85,93.9,157.92,18.56,11.89
2381.0,1990.0,1990.0,b'2 - High School',952.0,1.0,1.0,-113.24,1.08,110.8,755.15,164.81,25.56,113.8
2382.0,1989.0,1983.0,b'3 - BSc/MSc',1317.0,1.0,1.0,371.52,0.47,366.18,182.25,154.25,30.34,19.67
2383.0,1994.0,1974.0,b'3 - BSc/MSc',1784.0,3.0,1.0,81.91,0.84,305.28,88.35,244.38,18.78,-0.11
2384.0,1994.0,1992.0,b'3 - BSc/MSc',1661.0,4.0,1.0,57.68,0.92,220.93,442.85,237.71,7.89,74.79
2385.0,1982.0,1986.0,b'3 - BSc/MSc',1137.0,3.0,1.0,260.16,0.61,184.37,177.25,284.72,27.56,48.9
2386.0,1976.0,1951.0,b'1 - Basic',3295.0,4.0,0.0,224.93,0.74,222.71,432.85,115.8,64.9,118.02
2387.0,1997.0,1946.0,b'3 - BSc/MSc',3915.0,4.0,0.0,256.15,0.67,177.7,281.15,248.49,36.45,100.24
2388.0,1990.0,1957.0,b'2 - High School',3578.0,2.0,1.0,628.36,0.3,150.14,430.65,225.93,50.12,72.57
2389.0,1976.0,1941.0,b'2 - High School',3805.0,1.0,0.0,-9.97,0.97,237.6,-11.1,285.72,11.67,37.23
2390.0,1986.0,1953.0,b'2 - High School',3039.0,3.0,0.0,121.15,0.79,400.63,146.15,134.47,10.89,9.78
2391.0,1982.0,1980.0,b'4 - PhD',2088.0,3.0,1.0,-36.89,1.02,368.07,89.45,187.48,11.89,18.67
2392.0,1982.0,1998.0,b'1 - Basic',734.0,3.0,1.0,1094.44,0.19,53.9,1005.75,148.36,59.79,107.8
2393.0,1990.0,1958.0,b'3 - BSc/MSc',3414.0,1.0,1.0,108.8,0.8,395.74,93.35,139.25,14.78,25.67
2394.0,1989.0,1967.0,b'3 - BSc/MSc',2824.0,3.0,1.0,407.86,0.39,401.41,137.8,116.8,42.34,10.89
2395.0,1976.0,1946.0,b'3 - BSc/MSc',4417.0,3.0,0.0,336.63,0.43,274.83,48.35,269.05,14.78,23.67
2396.0,1979.0,1997.0,b'1 - Basic',765.0,3.0,0.0,-44.34,1.02,54.12,642.35,183.59,76.68,150.14
2397.0,1984.0,1984.0,b'3 - BSc/MSc',1311.0,4.0,1.0,380.52,0.38,393.63,55.0,174.59,11.89,17.89
2398.0,1979.0,1992.0,b'3 - BSc/MSc',1208.0,1.0,1.0,459.76,0.22,431.08,48.9,123.69,13.67,4.78
2399.0,1988.0,1943.0,b'2 - High School',3836.0,3.0,0.0,-26.78,1.0,179.48,160.6,296.39,34.23,1.78
2400.0,1990.0,1992.0,b'2 - High School',1399.0,3.0,1.0,280.5,0.59,150.03,221.15,233.71,65.68,81.35
2401.0,1986.0,1937.0,b'4 - PhD',4309.0,4.0,0.0,29.11,0.92,373.85,65.0,177.59,11.67,10.89
2402.0,1995.0,1982.0,b'4 - PhD',2070.0,2.0,1.0,459.66,0.27,345.4,116.7,181.7,0.89,21.67
2403.0,1978.0,1954.0,b'3 - BSc/MSc',2808.0,1.0,1.0,305.18,0.59,265.16,283.95,210.93,1.89,48.12
2404.0,1977.0,1979.0,b'4 - PhD',2099.0,1.0,1.0,329.4,0.41,383.74,35.0,92.24,30.34,59.68
2405.0,1990.0,1989.0,b'2 - High School',1449.0,4.0,1.0,-121.91,1.14,163.81,132.8,277.83,73.57,23.34
2406.0,1989.0,1983.0,b'3 - BSc/MSc',1685.0,4.0,1.0,-25.0,1.0,367.29,137.25,158.03,31.45,15.78
2407.0,1976.0,1959.0,b'2 - High School',2450.0,3.0,1.0,-37.0,1.01,161.03,309.5,201.15,91.35,81.68
2408.0,1984.0,1985.0,b'3 - BSc/MSc',1829.0,4.0,1.0,41.69,0.89,255.16,82.25,246.49,34.45,15.56
2409.0,1980.0,1967.0,b'3 - BSc/MSc',2341.0,1.0,1.0,450.1,0.11,520.1,-45.0,56.01,-4.0,8.0
2410.0,1989.0,1946.0,b'4 - PhD',4320.0,1.0,0.0,432.98,0.33,304.39,107.25,220.93,2.0,44.34
